time,open,high,low,close,Volume,Volume MA,DEMA,EMA,Second EMA,H F,L F,H D,L D,+RBD,+HBD,-RBD,-HBD,TRIN,ADX,Plot,Plot,Schaff_TC,Plot,Plot,Plot,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Detrended Price Oscillator,Source 2 - Source 1 DPO,K1,EMA,RSI EMA K1,EMA RSI EMA K1
1998-12-21T09:30:00-05:00,19.053574,19.33306,18.850607,19.33306,178599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998-12-28T09:30:00-05:00,19.319965,19.319965,18.875977,19.028203,372964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-01-04T09:30:00-05:00,18.799865,20.347492,18.79967,20.246008,692350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-01-11T09:30:00-05:00,20.271379,20.271379,18.444672,19.180429,696661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-01-18T09:30:00-05:00,19.48488,19.522932,18.647639,18.749123,680156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-01-25T09:30:00-05:00,18.850607,19.383396,18.622268,19.358025,465097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-02-01T09:30:00-05:00,19.434138,19.434138,18.241704,18.368559,388607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-02-08T09:30:00-05:00,18.495413,18.977461,17.911882,18.67301,622017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-02-15T09:30:00-05:00,18.863288,19.637106,18.825236,19.281912,1110643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-02-22T09:30:00-05:00,19.434138,20.195266,18.901348,19.662477,753935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-03-01T09:30:00-05:00,19.586364,20.804169,19.497561,20.550459,909627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,6645.445161411484,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-03-08T09:30:00-05:00,20.550459,21.286217,20.29675,21.09593,725483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8530599983763727,NaN,25,12692.011192485803,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-03-15T09:30:00-05:00,21.10862,21.362329,20.474347,20.702685,877354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8437353778981823,NaN,25,25389.85465528525,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-03-22T09:30:00-05:00,20.651943,20.82954,19.890815,20.271379,1003361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8266009698746961,NaN,25,31309.227826150985,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-03-29T09:30:00-05:00,20.57583,20.804169,20.093783,20.29675,382941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7741554310433221,NaN,25,29695.002936665274,0,25,75,NaN,59.76230992670591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-04-05T09:30:00-04:00,20.57583,21.565297,20.423605,21.438442,906300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7346173311168617,NaN,25,30509.80958780668,0,25,75,NaN,65.0973740956334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-04-12T09:30:00-04:00,21.311587,22.427909,21.032507,21.210104,814045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.763661248022833,NaN,25,21913.623161904397,0,25,75,NaN,66.5345077506147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999-04-19T09:30:00-04:00,21.603349,23.772568,21.210104,21.971232,537030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8945845731246539,NaN,25,12423.74695875877,0,25,75,NaN,70.46368021354996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
