time,open,high,low,close,Volume,Volume MA,DEMA,EMA,Second EMA,H F,L F,H D,L D,+RBD,+HBD,-RBD,-HBD,TRIN,ADX,Plot,Plot,Schaff_TC,Plot,Plot,Plot,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Detrended Price Oscillator,Source 2 - Source 1 DPO,K1,EMA,RSI EMA K1,EMA RSI EMA K1
2006-12-18T09:30:00-05:00,25.03,25.08,24.78999,24.81,151000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-12-26T09:30:00-05:00,24.78999,25.10001,24.78999,24.96001,186700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-01-03T09:30:00-05:00,25.02,25.13,24.8,24.89,188200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-01-08T09:30:00-05:00,24.89999,25.47,24.87,25.45,193700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-01-16T09:30:00-05:00,25.48,25.48,25.10001,25.27,348800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-01-22T09:30:00-05:00,25.25,25.53,25.05,25.19,197300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-01-29T09:30:00-05:00,25.27,25.85001,25.21001,25.64999,231500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-02-05T09:30:00-05:00,25.66,25.89999,25.45,25.55,301300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-02-12T09:30:00-05:00,25.57001,26.07001,25.38,25.77,197059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-02-20T09:30:00-05:00,25.72,26.14999,25.64999,25.78999,213600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-02-26T09:30:00-05:00,25.85001,25.85001,24.2,24.53,243835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,492.07319485157313,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-03-05T09:30:00-05:00,24.39,24.85001,24.25,24.66,190800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.164946525904999,NaN,25,19.128526942443386,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-03-12T09:30:00-04:00,24.72,24.77,23.95,24.34,124000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1856024456335943,NaN,25,-1318.4395638706574,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-03-19T09:30:00-04:00,24.56,25.3,24.48,25.11,168200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0876543401981313,NaN,25,-1669.709444532749,0,25,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-03-26T09:30:00-04:00,25.19,25.53,24.63,24.73,252700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0682267636359,NaN,25,-2805.4206745614238,0,25,75,NaN,50.477627797857004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-04-02T09:30:00-04:00,24.89999,25.45,24.77,25.35001,84000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0516317822339842,NaN,25,-3890.809988497761,0,25,75,NaN,55.09671019647473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-04-09T09:30:00-04:00,25.41,25.8,25.17999,25.5,131300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0021143132808807,NaN,25,-2516.2119086387524,0,25,75,NaN,58.49588609919195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-04-16T09:30:00-04:00,25.7,26.2,25.61,26.08,115200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9445229584559778,NaN,25,-1252.913994634441,0,25,75,NaN,64.005025014327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-04-23T09:30:00-04:00,26.08,26.44,25.94009,26.37,100100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9729389710370171,NaN,25,522.4485013307676,0,25,75,NaN,66.75179347826995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
